id,mentee_id,mentor_id,rating,description,created_at,updated_at
67b089b3-3b31-4019-8f72-7e53763924bd,dcf326dc-b052-4682-81c0-e27fc456067f,817a9001-c93f-4bd3-aac1-b5785d84f609,5.0,offered great resources and tips for learning 2169d1e2-fab0-4a29-ad65-0ba8a4a5ace7.,2024-10-11 01:10:45,2024-10-31 01:10:45
e58c7df6-66d2-4c60-a5f7-92fcdf83f0cd,be5e5e65-d15f-4b01-9eb7-d130fc88eaae,d2119bb1-640a-44b9-b32f-130d53d4d892,3.8,mentored me in b50001de-7ab0-485e-9468-6ee15ddd8d58 with real-world examples and applications.,2024-11-20 01:10:45,2024-12-08 01:10:45
75c8b97e-2e7a-4eeb-b84b-b4625b86618d,5bb3a7fd-c1e4-47c8-b6a5-b88091401366,817a9001-c93f-4bd3-aac1-b5785d84f609,3.7,"gave in-depth explanations on 2169d1e2-fab0-4a29-ad65-0ba8a4a5ace7, which enhanced my understanding.",2024-04-05 01:10:45,2024-04-20 01:10:45
f590c8d3-f51c-4a72-aa6d-14d9956465aa,0ea6edc2-c1d3-44b3-8818-b8cf9b981145,45ea6ac9-f9bc-460e-a6a6-321779cb1024,4.2,offered great resources and tips for learning ce282090-068d-4e3c-b1c8-7c0ca5afa030.,2024-08-12 01:10:45,2024-08-20 01:10:45
6a790414-b2e9-4726-ab27-37451b785604,ce97e616-8d32-4ee3-9fb7-b710fee3c2bb,c533b910-1f4c-4de4-aaa0-3f49dabad681,4.6,offered great resources and tips for learning 70cadcfa-bc6a-4770-8b0e-849e292c8421.,2024-05-14 01:10:45,2024-05-21 01:10:45
b5c7b8a7-d784-423b-8af3-dd6069dae5dd,34769ef7-c6a0-4490-8742-460de266f29e,ea170546-bf56-4a04-945f-4596061dbe40,4.5,"was very patient and knowledgeable about 1c16feba-8f78-47cd-9a84-da6e3838ad64, making the sessions engaging.",2024-08-06 01:10:45,2024-08-09 01:10:45
cafdbf07-0d39-4c75-b559-0f568213cc04,34769ef7-c6a0-4490-8742-460de266f29e,48d1a38f-7245-445b-a6c1-91416309cde8,3.9,"shared valuable insights on 6ef99d1e-6087-47d6-83c2-8a272f8efb46, which helped in my project.",2024-02-22 01:10:45,2024-03-22 01:10:45
d4d12259-b65c-482f-b20f-6eed75b454f3,7c9754a2-e6c7-4a6f-9da9-57b98451d566,7ce3d645-3c55-4389-a7cb-5d5edefd78c0,4.7,helped me improve my skills in 896bbe33-1cd2-427c-8c50-8e617b83a57e with practical advice.,2025-01-07 01:10:45,2025-02-05 01:10:45
73a1a20a-a866-42d2-9991-784143914ee4,25ee3b1d-b756-45da-a723-2f3b56547f87,eb617e9e-c316-4800-a52d-1b7c53efbf2f,3.3,mentored me in 63bd9e34-1a9f-4f3e-b733-2ef91aad30e5 with real-world examples and applications.,2024-06-20 01:10:45,2024-06-28 01:10:45
6a6e18a5-91c1-41de-9d01-78f6c15650b9,e3c21c54-30d9-4b2e-b093-c4feda496b5d,c6a230af-db74-45f8-84da-d363f944f568,3.3,"shared valuable insights on 140ffbf3-79f4-41b8-97d8-a60664dc782a, which helped in my project.",2024-07-04 01:10:45,2024-07-29 01:10:45
20a51666-e77e-4918-9a44-5704447066fe,e3c21c54-30d9-4b2e-b093-c4feda496b5d,eb617e9e-c316-4800-a52d-1b7c53efbf2f,2.7,"provided excellent guidance on 44c643e2-2d0b-481d-8a42-921a39accd1e, explaining complex concepts clearly.",2024-09-19 01:10:45,2024-09-25 01:10:45
44d58d10-a5ef-4a00-9be0-b279712139f7,008fc8e1-7854-479b-b055-6568e409de1e,b5d386ad-b7b2-47eb-8c09-3b12a0916433,2.6,mentored me in bf3c7ae2-d1af-4611-aba8-fd7a41dd453d with real-world examples and applications.,2024-10-16 01:10:45,2024-10-27 01:10:45
410c27f0-5f07-4592-90b0-81609dacbe85,008fc8e1-7854-479b-b055-6568e409de1e,534c70e1-9d87-48a3-acc1-efa6430cc5da,4.0,offered great resources and tips for learning b0b1d7e2-d59b-4be2-897e-5c46a162b2a7.,2024-06-21 01:10:45,2024-07-08 01:10:45
9df35feb-1335-4ea1-bf91-896915a5ffff,28c5ef3b-198c-4b72-810f-5aac8dd6b2df,89383d84-60b4-4e2a-9f80-529eea27984f,4.4,"was very patient and knowledgeable about b8a62707-30be-402b-904d-fb96f266fdf6, making the sessions engaging.",2024-04-17 01:10:45,2024-05-09 01:10:45
32b113b4-68b4-4247-8871-fea0943d5ab0,28c5ef3b-198c-4b72-810f-5aac8dd6b2df,87c1f4c9-1c98-4302-b3ef-eed938e0f6e9,4.6,"was very patient and knowledgeable about d00732c3-4e9a-4f62-804c-089aa3a2be42, making the sessions engaging.",2024-07-12 01:10:45,2024-07-24 01:10:45
7ede32b6-f4ba-499e-8373-02c291b255da,5fb1804f-e8fb-45d4-adf8-18ad79192dc0,817a9001-c93f-4bd3-aac1-b5785d84f609,5.0,"provided excellent guidance on 2169d1e2-fab0-4a29-ad65-0ba8a4a5ace7, explaining complex concepts clearly.",2024-08-16 01:10:45,2024-08-21 01:10:45
591772a6-2f82-474a-9468-ab9d6917a25a,a89c605b-7b04-413d-8c93-e20e4c5a67ff,eb617e9e-c316-4800-a52d-1b7c53efbf2f,4.8,"gave in-depth explanations on 63bd9e34-1a9f-4f3e-b733-2ef91aad30e5, which enhanced my understanding.",2024-06-21 01:10:45,2024-07-01 01:10:45
fe78f560-1199-466e-86ed-1437c706bba1,af71040e-d665-4ac7-927d-047fecb2e885,d3b7d844-5381-4ed8-b8b4-7aca3b75e468,4.3,"gave in-depth explanations on 27a6e176-bd17-4a3a-974c-379a87f67eb5, which enhanced my understanding.",2024-05-20 01:10:45,2024-06-17 01:10:45
dc3a99cd-fbbf-442a-9763-5bd246ffc950,d45f32a2-1b51-4740-af21-26109bd34b42,2cdcdb40-0901-4ee1-a182-a9b46929bf0d,1.7,"shared valuable insights on feb5c3ab-3d0d-4e4b-88ca-315bd55bd204, which helped in my project.",2024-05-02 01:10:45,2024-05-29 01:10:45
b693e5bb-22fb-4818-80f3-5d4558b6bf74,af71040e-d665-4ac7-927d-047fecb2e885,a4ea5953-f49c-49c7-98ae-f4a7a1c8e3f0,4.1,helped me improve my skills in 8087767b-17c4-48ab-b441-9889745d71fd with practical advice.,2024-10-06 01:10:45,2024-11-05 01:10:45
96a6bfda-fb46-409b-bbec-b846a4cf81e6,65259dfa-12fa-48ab-98b9-143c859bd02a,615d7468-c39e-4889-9822-4a63e9b38e53,2.9,"was very patient and knowledgeable about c096166c-a3da-4b76-93b1-f8c7dd516a2a, making the sessions engaging.",2025-01-31 01:10:45,2025-02-08 01:10:45
a06d9023-5f76-4ee0-9d55-b76de003d819,2e4f13ed-c500-4395-beff-3bca0afea98b,2cdcdb40-0901-4ee1-a182-a9b46929bf0d,5.0,"provided excellent guidance on 3e085678-00d2-47bb-b8b8-65fbed38af28, explaining complex concepts clearly.",2024-03-29 01:10:45,2024-04-05 01:10:45
29588e7d-ac46-4a7a-8ee1-7506ab9b3482,281148d4-4111-4eb8-8588-8ca7078aa1e6,d5b15cb9-3313-4be1-b857-5cdd8e474880,2.8,"provided excellent guidance on 5443b0f4-32be-47a1-b8fe-3bef14b64c63, explaining complex concepts clearly.",2024-04-07 01:10:45,2024-04-15 01:10:45
7e4c3dd2-e3cd-46f0-af55-da51ba5a880e,a7888c96-c34c-4a7e-965f-32eb36d12e69,608ca605-740b-411b-97ad-3fd166324283,4.7,"gave in-depth explanations on ec7b7760-9c32-4d00-9654-3a1c562ce07c, which enhanced my understanding.",2025-02-06 01:10:45,2025-02-11 01:10:45
57c0816b-d665-471c-81c9-f73847a2a6f0,ce97e616-8d32-4ee3-9fb7-b710fee3c2bb,e9b81397-e7fa-4c24-ad31-e1917435354b,3.3,"provided excellent guidance on ccd44867-4f3c-4eac-839d-33c82c7616ad, explaining complex concepts clearly.",2024-05-27 01:10:45,2024-06-21 01:10:45
89895748-4586-4d20-bb76-4f3af27f2dcc,bbb9c1d1-3c08-4315-8ebf-d9463fe90d32,bc88b8f3-3bb8-46bf-b7f9-9782e74749ce,4.0,"shared valuable insights on e09abee2-c851-4509-91ed-0d7cb53e926c, which helped in my project.",2024-04-11 01:10:45,2024-05-02 01:10:45
0f3dda38-bb0e-4d7c-8cb7-ff72df7cebb5,06140a73-2287-4e80-bb1e-f863ea7d34ea,c5749c6e-29aa-431f-a5f7-6adf8ce30154,3.4,"shared valuable insights on 775aa4fe-779f-423d-9b95-02fab487672d, which helped in my project.",2024-08-25 01:10:45,2024-09-21 01:10:45
10d90be1-5601-482e-96fa-89ac6e8d59c5,4f2cb752-86f4-4236-a5a4-602d7bcddd80,615d7468-c39e-4889-9822-4a63e9b38e53,2.7,"provided excellent guidance on e368c78c-99da-4337-928e-76d5abd7aeb1, explaining complex concepts clearly.",2024-10-27 01:10:45,2024-11-08 01:10:45
4f31a6c2-19d6-4917-828e-03ebb9dc74b2,4a33171c-c122-4069-bce2-1cbc543c8974,bc88b8f3-3bb8-46bf-b7f9-9782e74749ce,2.6,"gave in-depth explanations on 775aa4fe-779f-423d-9b95-02fab487672d, which enhanced my understanding.",2024-09-05 01:10:45,2024-09-11 01:10:45
f7177181-b850-4686-a2fa-d0b09975f22a,960f1a35-2bdb-4dfb-b0fe-0e548777b2ff,89383d84-60b4-4e2a-9f80-529eea27984f,1.7,"gave in-depth explanations on 8b9cb64b-571d-466e-8038-f4ee9df96e78, which enhanced my understanding.",2025-01-12 01:10:45,2025-01-26 01:10:45
008a73b0-7ba6-4161-9cbb-a384ed9e2621,963d7177-6d4d-487a-b419-9af77b9a39be,c6a230af-db74-45f8-84da-d363f944f568,2.7,offered great resources and tips for learning 9f7b740d-96e8-4e9e-96e9-3a1c548af2c4.,2025-02-11 01:10:45,2025-02-28 01:10:45
cd527dba-9f50-4263-ab99-cac2383086de,281148d4-4111-4eb8-8588-8ca7078aa1e6,534c70e1-9d87-48a3-acc1-efa6430cc5da,4.7,"provided excellent guidance on 393f9fcf-45ec-4a5d-9264-9b2fd9d3cc60, explaining complex concepts clearly.",2025-01-09 01:10:45,2025-01-29 01:10:45
491a0836-271e-4443-969a-418583231e4d,4f2cb752-86f4-4236-a5a4-602d7bcddd80,5ae7c62b-1731-47af-b645-6ecf6964e51f,2.6,helped me improve my skills in 8087767b-17c4-48ab-b441-9889745d71fd with practical advice.,2024-03-02 01:10:45,2024-03-16 01:10:45
d8cb80f7-67ae-486b-ac2a-e1e3b982f26c,06afaa5d-5e7d-4ce6-b3c5-166d212326c5,d3b7d844-5381-4ed8-b8b4-7aca3b75e468,4.5,"shared valuable insights on 27a6e176-bd17-4a3a-974c-379a87f67eb5, which helped in my project.",2024-04-22 01:10:45,2024-04-30 01:10:45
40efd0eb-51a4-4e61-b18a-717744e3833b,af71040e-d665-4ac7-927d-047fecb2e885,7ae19313-afee-4084-a3c3-b9847914ffe9,3.9,"provided excellent guidance on fb4d34f5-5655-488b-af92-af7e30186108, explaining complex concepts clearly.",2024-03-20 01:10:45,2024-04-06 01:10:45
8e83a1d6-9699-472f-8af4-e6d6d998d477,5bb3a7fd-c1e4-47c8-b6a5-b88091401366,817a9001-c93f-4bd3-aac1-b5785d84f609,4.7,mentored me in 775aa4fe-779f-423d-9b95-02fab487672d with real-world examples and applications.,2024-12-03 01:10:45,2025-01-02 01:10:45
d188917f-e99f-463f-b119-2b5ba6a7a35e,a7888c96-c34c-4a7e-965f-32eb36d12e69,e9b81397-e7fa-4c24-ad31-e1917435354b,3.0,"provided excellent guidance on ccd44867-4f3c-4eac-839d-33c82c7616ad, explaining complex concepts clearly.",2024-04-04 01:10:45,2024-04-21 01:10:45
950b9b34-d6d8-4b43-9d58-1f9856bc8877,cd6b4ab2-6bbe-430e-afc3-40b1465708c6,817a9001-c93f-4bd3-aac1-b5785d84f609,4.3,helped me improve my skills in 775aa4fe-779f-423d-9b95-02fab487672d with practical advice.,2024-12-28 01:10:45,2025-01-17 01:10:45
16313f21-86ff-4ada-b5cf-9199e076f5ce,b997c4c0-4be2-4a52-a8b8-a25f30c11e58,472fbeb6-e115-4b32-88bf-3a823e9984bf,3.3,helped me improve my skills in 8b9cb64b-571d-466e-8038-f4ee9df96e78 with practical advice.,2024-05-09 01:10:45,2024-05-23 01:10:45
aa00ba3e-0cad-4d05-a8ee-d079f37fe261,06afaa5d-5e7d-4ce6-b3c5-166d212326c5,ec95c2a7-d095-40f1-8e35-54215aeab6e5,4.2,"shared valuable insights on 83bbaa04-947e-407d-b013-648db984864f, which helped in my project.",2024-12-21 01:10:45,2025-01-04 01:10:45
658722c4-5a8c-42b2-abe4-c66e3582294d,963d7177-6d4d-487a-b419-9af77b9a39be,7ae19313-afee-4084-a3c3-b9847914ffe9,3.0,"shared valuable insights on fb4d34f5-5655-488b-af92-af7e30186108, which helped in my project.",2024-03-17 01:10:45,2024-03-29 01:10:45
fdeb95d0-3f4d-4a0b-8901-dd0913ca7849,ce97e616-8d32-4ee3-9fb7-b710fee3c2bb,5ae7c62b-1731-47af-b645-6ecf6964e51f,3.6,"shared valuable insights on b99d8d20-be7b-40da-9459-57c3c3b89b13, which helped in my project.",2024-07-29 01:10:45,2024-08-10 01:10:45
19488314-b474-4b25-9069-27ca5c532464,960f1a35-2bdb-4dfb-b0fe-0e548777b2ff,8be5d147-8ca5-4b4b-95a2-2b9b92be0f97,4.7,mentored me in 6ef99d1e-6087-47d6-83c2-8a272f8efb46 with real-world examples and applications.,2024-05-17 01:10:45,2024-06-03 01:10:45
24c42803-7515-41df-9b8e-6419bc99d677,cd6b4ab2-6bbe-430e-afc3-40b1465708c6,89383d84-60b4-4e2a-9f80-529eea27984f,3.0,mentored me in 35eeec61-7fc9-4b11-af13-74624757bd48 with real-world examples and applications.,2025-02-01 01:10:45,2025-02-02 01:10:45
cb280ede-5a23-4c9a-8b10-6bf9674f7452,4a33171c-c122-4069-bce2-1cbc543c8974,c5749c6e-29aa-431f-a5f7-6adf8ce30154,3.7,"shared valuable insights on 775aa4fe-779f-423d-9b95-02fab487672d, which helped in my project.",2024-11-27 01:10:45,2024-12-24 01:10:45
5ee8e6dd-4950-482a-bd71-0bce7fa7fb7d,008fc8e1-7854-479b-b055-6568e409de1e,534c70e1-9d87-48a3-acc1-efa6430cc5da,1.7,helped me improve my skills in 393f9fcf-45ec-4a5d-9264-9b2fd9d3cc60 with practical advice.,2024-03-22 01:10:45,2024-04-18 01:10:45
b06a1ef7-b174-49fe-8493-c6eea863b014,06140a73-2287-4e80-bb1e-f863ea7d34ea,5ae7c62b-1731-47af-b645-6ecf6964e51f,4.7,"shared valuable insights on 9acf1def-cbdd-4a40-be0e-1eed0420f9da, which helped in my project.",2024-07-30 01:10:45,2024-07-31 01:10:45
cb55e205-ec1c-42ec-b754-313288d420b4,43b803d1-de18-4500-8c26-576577f6b8d4,01843157-3162-4689-b06d-14368f8d9178,4.5,"shared valuable insights on 0a5d7d34-024b-47c8-9095-907bcd2cf542, which helped in my project.",2024-02-23 01:10:45,2024-03-19 01:10:45
94636fe9-ecf9-4d03-8292-74e97ce034e7,bbb9c1d1-3c08-4315-8ebf-d9463fe90d32,89383d84-60b4-4e2a-9f80-529eea27984f,4.8,"shared valuable insights on 42fe5317-9bfe-4463-b6f0-1125e4dfceed, which helped in my project.",2025-02-10 01:10:45,2025-03-12 01:10:45
c50d6f84-f9c0-4c34-8b96-8bc962d2b4bc,28c5ef3b-198c-4b72-810f-5aac8dd6b2df,4aaa3aa5-a3c7-46cb-9b84-01195de0e3de,2.6,mentored me in f4c070ee-fdd8-4b68-bd46-2fbd653bc481 with real-world examples and applications.,2024-09-27 01:10:45,2024-10-05 01:10:45
1cc4d4f0-d6f6-476e-b274-6aba7dd19b06,06afaa5d-5e7d-4ce6-b3c5-166d212326c5,534c70e1-9d87-48a3-acc1-efa6430cc5da,4.0,"shared valuable insights on b99d8d20-be7b-40da-9459-57c3c3b89b13, which helped in my project.",2024-07-18 01:10:45,2024-08-16 01:10:45
6daf33f6-9953-4adb-a1a2-a9a0516c41e4,3df72187-0671-4176-8c88-baca8deb91a6,d3bc2dbf-e19b-476b-a0fa-ca4438fa8f94,3.5,helped me improve my skills in ec7b7760-9c32-4d00-9654-3a1c562ce07c with practical advice.,2024-04-22 01:10:45,2024-04-23 01:10:45
d352bca5-702c-4752-9095-89bbda700ebd,a0082748-1bd7-4ca2-859e-7dfcf1407ac7,45ea6ac9-f9bc-460e-a6a6-321779cb1024,1.6,"was very patient and knowledgeable about 140ffbf3-79f4-41b8-97d8-a60664dc782a, making the sessions engaging.",2024-10-27 01:10:45,2024-11-24 01:10:45
604990da-24eb-4cb2-a6fe-3bea0fd1ab01,25ee3b1d-b756-45da-a723-2f3b56547f87,ea170546-bf56-4a04-945f-4596061dbe40,2.7,"shared valuable insights on ccd44867-4f3c-4eac-839d-33c82c7616ad, which helped in my project.",2024-08-20 01:10:45,2024-08-28 01:10:45
0b92c68d-ded4-4a88-b887-97c5b503624b,b997c4c0-4be2-4a52-a8b8-a25f30c11e58,01843157-3162-4689-b06d-14368f8d9178,2.0,"shared valuable insights on 0a5d7d34-024b-47c8-9095-907bcd2cf542, which helped in my project.",2024-02-22 01:10:45,2024-02-23 01:10:45
e541619d-d2f1-49a9-8cb9-921df01a116e,d45f32a2-1b51-4740-af21-26109bd34b42,ec95c2a7-d095-40f1-8e35-54215aeab6e5,2.7,"was very patient and knowledgeable about 40dd8eab-c415-47dd-a1cb-ff178a46fdeb, making the sessions engaging.",2025-01-27 01:10:45,2025-02-23 01:10:45
e905e5a7-83be-47b7-8881-46c38eff69a1,79e21f6f-a007-46f1-8b9b-49ea58cce1ea,615d7468-c39e-4889-9822-4a63e9b38e53,2.9,"shared valuable insights on c096166c-a3da-4b76-93b1-f8c7dd516a2a, which helped in my project.",2024-10-20 01:10:45,2024-11-02 01:10:45
613d6271-7085-4196-84f4-032fa5a33be8,b95b2881-d7a7-443c-a4b6-f9dfdc3d7309,c533b910-1f4c-4de4-aaa0-3f49dabad681,3.2,helped me improve my skills in 24196572-14fe-4e28-a64e-3a8adf3d2070 with practical advice.,2024-12-07 01:10:45,2024-12-20 01:10:45
4570da29-7c0d-49d4-94d5-45cf597928da,dce117f7-4a69-4e00-9632-70b065e8b84d,817a9001-c93f-4bd3-aac1-b5785d84f609,2.8,"provided excellent guidance on 775aa4fe-779f-423d-9b95-02fab487672d, explaining complex concepts clearly.",2024-10-02 01:10:45,2024-10-04 01:10:45
0b55b107-ef28-4192-b17f-35ff890234b2,06140a73-2287-4e80-bb1e-f863ea7d34ea,608ca605-740b-411b-97ad-3fd166324283,2.8,"gave in-depth explanations on 6511a8e1-fddf-47a3-8cd4-4b1a90770842, which enhanced my understanding.",2024-12-10 01:10:45,2024-12-26 01:10:45
6acd5ec3-2be1-4226-bf49-d096eb1280ca,65259dfa-12fa-48ab-98b9-143c859bd02a,d3bc2dbf-e19b-476b-a0fa-ca4438fa8f94,2.3,"shared valuable insights on 83bbaa04-947e-407d-b013-648db984864f, which helped in my project.",2024-10-12 01:10:45,2024-10-14 01:10:45
9cb03841-398d-415d-b47e-c561062bdfde,1e0dd249-4bfd-42c5-930d-e3f52737f21b,608ca605-740b-411b-97ad-3fd166324283,1.9,"was very patient and knowledgeable about 6511a8e1-fddf-47a3-8cd4-4b1a90770842, making the sessions engaging.",2025-01-21 01:10:45,2025-02-10 01:10:45
08af9667-6b76-4c64-aa21-ee973e76474f,e9335f6e-4352-4c25-b1e4-9af5e91e2dfb,7ae19313-afee-4084-a3c3-b9847914ffe9,3.5,"gave in-depth explanations on fb4d34f5-5655-488b-af92-af7e30186108, which enhanced my understanding.",2024-11-25 01:10:45,2024-12-13 01:10:45
13276536-f69d-4225-ae18-56ac28e4d52e,e3c21c54-30d9-4b2e-b093-c4feda496b5d,b01d5673-1765-4ca2-9aff-1f70a9286ad3,4.9,mentored me in 393f9fcf-45ec-4a5d-9264-9b2fd9d3cc60 with real-world examples and applications.,2024-09-21 01:10:45,2024-10-04 01:10:45
46c41c53-3625-455b-8e1c-7eb5a2fe503b,0ea6edc2-c1d3-44b3-8818-b8cf9b981145,bc88b8f3-3bb8-46bf-b7f9-9782e74749ce,3.1,offered great resources and tips for learning e09abee2-c851-4509-91ed-0d7cb53e926c.,2024-07-31 01:10:45,2024-08-18 01:10:45
6ee466d7-c312-4313-9e91-ec8e3f351497,dce117f7-4a69-4e00-9632-70b065e8b84d,d2119bb1-640a-44b9-b32f-130d53d4d892,4.2,offered great resources and tips for learning 0a5d7d34-024b-47c8-9095-907bcd2cf542.,2024-04-17 01:10:45,2024-05-07 01:10:45
dab2b40a-4ec9-4799-b64c-aa7c97e13358,4f2cb752-86f4-4236-a5a4-602d7bcddd80,472fbeb6-e115-4b32-88bf-3a823e9984bf,5.0,"gave in-depth explanations on b8a62707-30be-402b-904d-fb96f266fdf6, which enhanced my understanding.",2025-01-05 01:10:45,2025-01-31 01:10:45
45682bf3-8fd5-4f67-af1e-9a0bc31f9071,0c19d1df-9b85-4a3c-91da-945abea78ef2,24aa3965-2d71-43df-8d25-98f22bcf0937,2.9,"provided excellent guidance on a05c326d-bab4-484d-82a1-2faad5c55a25, explaining complex concepts clearly.",2024-05-27 01:10:45,2024-06-22 01:10:45
f2ce5d01-44fd-41ff-ace8-026bd80115df,963d7177-6d4d-487a-b419-9af77b9a39be,4aaa3aa5-a3c7-46cb-9b84-01195de0e3de,4.6,helped me improve my skills in 29466f15-55bf-4b82-80ca-0665c92ad50f with practical advice.,2024-03-19 01:10:45,2024-03-31 01:10:45
8aa4174e-1bd3-47c4-9a84-9ee4f54c2abd,7325f27d-bc66-4fa2-b21d-76a6460af8a6,157bc6de-9577-4704-9c96-e49e93b8eb69,3.2,helped me improve my skills in 3e085678-00d2-47bb-b8b8-65fbed38af28 with practical advice.,2024-11-22 01:10:45,2024-11-23 01:10:45
024b1be5-eb47-41da-8555-97941b790d66,a7888c96-c34c-4a7e-965f-32eb36d12e69,b5d386ad-b7b2-47eb-8c09-3b12a0916433,3.0,offered great resources and tips for learning c403b058-8e71-4ccf-a0fc-37f5e36e97f6.,2024-03-04 01:10:45,2024-03-25 01:10:45
b8c0f510-9780-4aa8-ada0-5654926d9c79,25ee3b1d-b756-45da-a723-2f3b56547f87,2cdcdb40-0901-4ee1-a182-a9b46929bf0d,3.3,mentored me in feb5c3ab-3d0d-4e4b-88ca-315bd55bd204 with real-world examples and applications.,2024-08-16 01:10:45,2024-09-07 01:10:45
a7326f8e-b552-422f-828b-0bb9580dc676,0f8edcfa-cc5a-4908-a25f-92421d76f82f,79757391-379a-4b79-81ab-229b155ed906,2.7,mentored me in 5443b0f4-32be-47a1-b8fe-3bef14b64c63 with real-world examples and applications.,2024-06-13 01:10:45,2024-07-04 01:10:45
ad00eb2c-9aec-41a6-9b6c-1ce8df521196,a6a5ac59-a8d5-48e0-9115-e91010938d84,c6a230af-db74-45f8-84da-d363f944f568,2.7,helped me improve my skills in dd2419bf-e4fd-4d91-b8a3-3392912408ce with practical advice.,2024-08-25 01:10:45,2024-09-09 01:10:45
7de75bde-9f1b-4582-8617-c4915715e568,d3c41446-0e97-430e-a8b5-7a6aad5fdaed,157bc6de-9577-4704-9c96-e49e93b8eb69,1.8,mentored me in feb5c3ab-3d0d-4e4b-88ca-315bd55bd204 with real-world examples and applications.,2024-12-23 01:10:45,2025-01-05 01:10:45
a2060dc5-bcd5-42ff-b122-ef55dd78faaf,5bb3a7fd-c1e4-47c8-b6a5-b88091401366,c533b910-1f4c-4de4-aaa0-3f49dabad681,4.0,"shared valuable insights on c096166c-a3da-4b76-93b1-f8c7dd516a2a, which helped in my project.",2024-08-30 01:10:45,2024-09-24 01:10:45
04403d5c-12b4-4148-b90a-b3a3911d6c7c,2b75e8cb-dd12-4f65-97de-65142e217775,157bc6de-9577-4704-9c96-e49e93b8eb69,4.1,"shared valuable insights on fb4d34f5-5655-488b-af92-af7e30186108, which helped in my project.",2024-05-27 01:10:45,2024-06-18 01:10:45
ddb6887f-59c7-482b-9ff2-fefa628c0719,773c7263-dbcd-4726-9950-e29999e7a096,157bc6de-9577-4704-9c96-e49e93b8eb69,4.7,"provided excellent guidance on fb4d34f5-5655-488b-af92-af7e30186108, explaining complex concepts clearly.",2024-12-29 01:10:45,2025-01-22 01:10:45
15e1ca57-6fb6-4d6e-809e-81fe25e96d65,1e0dd249-4bfd-42c5-930d-e3f52737f21b,01843157-3162-4689-b06d-14368f8d9178,2.7,"was very patient and knowledgeable about 561d8d1f-8578-45be-afbe-2379b0055a2d, making the sessions engaging.",2024-11-02 01:10:45,2024-11-07 01:10:45
